Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1979-0272-USA,1979,272,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1979,1,,1979,1,,100,,,,,,,,28.3875989
1980-0063-USA,1980,63,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,"Kansas City, Missouri, St Louis, Missouri, Memphis, Tennessee",,Drought,,,No,No,,,°C,,,,,1980,6,,1980,9,,1260,,,,,,,2000000,32.23389323
1980-0080-USA,1980,80,Natural,Meteorological,Storm,Tropical cyclone,,Allen,SigDam,United States of America (the),USA,Northern America,Americas,"Texas, Louisiana",,Surge,,,No,No,,270,Kph,,,,,1980,8,9,1980,8,9,,,,,,,,860000,32.23389323
1980-0047-USA,1980,47,Natural,Geophysical,Volcanic activity,Ash fall,,Mount St.Helen,Kill,United States of America (the),USA,Northern America,Americas,Washington state,,,,,No,No,,,,,,,,1980,5,18,1980,5,18,90,,,2500,2500,,,860000,32.23389323
1980-0299-USA,1980,299,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,United States of America (the),USA,Northern America,Americas,Kalamazoo,,,,,,,,,Kph,,,,,1980,5,13,1980,5,13,7,70,,400,470,,,30000,32.23389323
1980-0300-USA,1980,300,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,United States of America (the),USA,Northern America,Americas,Nebraska,,,,,,,,,Kph,,,,,1980,6,4,1980,6,4,5,100,,,100,,,20000,32.23389323
1980-0202-USA,1980,202,Technological,Technological,Industrial accident,Chemical spill,,Vinyl Chloride,Affect,United States of America (the),USA,Northern America,Americas,Muldraugh,,,,,,,,,m3,,,,,1980,,,1980,,,,4,6500,,6504,,,,32.23389323
1980-0203-USA,1980,203,Technological,Technological,Industrial accident,Chemical spill,,Phosphorous Trichloride,Affect,United States of America (the),USA,Northern America,Americas,Sommerville,,,,,,,,,m3,,,,,1980,,,1980,,,,343,23000,,23343,,,,32.23389323
1980-0204-USA,1980,204,Technological,Technological,Industrial accident,Chemical spill,,Styrene,Affect,United States of America (the),USA,Northern America,Americas,Garland,,,,,,,,,m3,,,,,1980,,,1980,,,,5,8600,,8605,,,,32.23389323
1980-0205-USA,1980,205,Technological,Technological,Industrial accident,Fire,,Ethylene Oxide,Affect,United States of America (the),USA,Northern America,Americas,Newark,,,,,,,,,m3,,,,,1980,,,1980,,,,,4000,,4000,,,,32.23389323
1980-0024-USA,1980,24,Technological,Technological,Miscellaneous accident,Fire,,Hotel,Kill,United States of America (the),USA,Northern America,Americas,Las Vegas,,,,,,,,,,,,,,1980,11,21,1980,11,21,84,726,,,726,,,,32.23389323
1980-0257-USA,1980,257,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,Washington state,,,,,,,,,Km2,,,,,1980,11,24,1980,11,24,,,1000,,1000,,,,32.23389323
1980-0294-USA,1980,294,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,"Arizona, Phoenix",,,,,,,,,Km2,,,,,1980,2,17,1980,2,17,,,10000,,10000,,,,32.23389323
1980-0295-USA,1980,295,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,South California,,,,,,,,,Km2,,,,,1980,2,19,1980,2,19,36,,100000,6000,106000,,,350000,32.23389323
1981-0049-USA,1981,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma",,,,,,,,,Kph,,,,,1981,5,9,1981,5,9,20,,,,,,,400000,35.56517152
1981-0176-USA,1981,176,Technological,Technological,Industrial accident,Chemical spill,,Chemical plant,Affect,United States of America (the),USA,Northern America,Americas,Gelsmar,,,,,,,,,m3,,,,,1981,,,1981,,,,140,,,140,,,,35.56517152
1981-0177-USA,1981,177,Technological,Technological,Industrial accident,Chemical spill,,Propylene,Affect,United States of America (the),USA,Northern America,Americas,Castaic,,,,,,,,,m3,,,,,1981,,,1981,,,,100,,,100,,,,35.56517152
1981-0020-USA,1981,20,Technological,Technological,Miscellaneous accident,Fire,,"Hotel ""Stouffers Inn""",Kill,United States of America (the),USA,Northern America,Americas,New York,,,,,,,,,,,,,,1981,,,1981,,,26,,,,,,,,35.56517152
1981-0058-USA,1981,58,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,"Minnesota, Northern Iowa",,,,,,,,,Kph,,,,,1981,6,23,1981,6,23,,,,,,,,461000,35.56517152
1981-0275-USA,1981,275,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,Texas-Nabarus,,,,,,,,,Kph,,,,,1981,5,3,1981,5,3,10,,,,,,,,35.56517152
1981-0299-USA,1981,299,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Km2,,,,,1981,,,1981,,,30,,,,,,,,35.56517152
1982-0046-USA,1982,46,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,"Texas, Middle West",,,,,,,,,Kph,,,,,1982,4,2,1982,4,2,73,,,,,,,500000,37.74582208
1982-0361-USA,1982,361,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,East Coast,,,,,,,,,Kph,,,,,1982,5,7,1982,5,7,20,,,,,,,100000,37.74582208
1982-0359-USA,1982,359,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,Northeas,,,,,,,,,Kph,,,,,1982,4,5,1982,4,5,33,,,,,,,,37.74582208
1982-0381-USA,1982,381,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,Mid Western,,,,,No,No,,,Kph,,,,,1982,12,25,1982,12,25,28,,,,,,,200000,37.74582208
1982-0124-USA,1982,124,Natural,Meteorological,Storm,Tropical cyclone,,Iwa,Affect,United States of America (the),USA,Northern America,Americas,Hawaii,,,,,,,,,Kph,,,,,1982,11,23,1982,11,23,3,,,500,500,,,230000,37.74582208
1982-0126-USA,1982,126,Technological,Technological,Transport accident,Air,,Boeing 727,Kill,United States of America (the),USA,Northern America,Americas,Nouvelle-Orléans,,,,,,,,,,,,,,1982,7,9,1982,7,9,153,,,,,,,,37.74582208
1982-0238-USA,1982,238,Technological,Technological,Industrial accident,Explosion,,,Affect,United States of America (the),USA,Northern America,Americas,Taft,,,,,,,,,m3,,,,,1982,,,1982,,,,,17000,,17000,,,,37.74582208
1982-0235-USA,1982,235,Technological,Technological,Industrial accident,Chemical spill,,Fuel Oil,Affect,United States of America (the),USA,Northern America,Americas,Livingston,,,,,,,,,m3,,,,,1982,,,1982,,,,,3000,,3000,,,,37.74582208
1982-0236-USA,1982,236,Technological,Technological,Industrial accident,Chemical spill,,Methyl Acrylate,Affect,United States of America (the),USA,Northern America,Americas,Vernon,,,,,,,,,m3,,,,,1982,,,1982,,,,355,,,355,,,,37.74582208
1982-0237-USA,1982,237,Technological,Technological,Industrial accident,Chemical spill,,Vinyl Chloride,Affect,United States of America (the),USA,Northern America,Americas,Fitchburg,,,,,,,,,m3,,,,,1982,,,1982,,,,,3000,,3000,,,,37.74582208
1982-0019-USA,1982,19,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,East,,,,,,,,,Kph,,,,,1982,1,,1982,1,,270,,,,,,,1000000,37.74582208
1982-0020-USA,1982,20,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,Southern Connecticut,,,,,,,,,Km2,,,,,1982,,,1982,,,11,,,,,,,,37.74582208
1982-0353-USA,1982,353,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,California,,,,,,,,,Km2,,,,,1982,1,3,1982,1,3,,,,,,,,33900,37.74582208
1982-0357-USA,1982,357,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,Mid West,,,,,,,,,Kph,,,,,1982,3,4,1982,3,4,8,,,15000,15000,,,40000,37.74582208
1982-0372-USA,1982,372,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,California,,,,,,,,,Kph,,,,,1982,9,3,1982,9,3,,,,,,,,42000,37.74582208
1982-0379-USA,1982,379,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,California,,,,,,,,,Kph,,,,,1982,11,9,1982,11,9,11,,,,,,,,37.74582208
1982-0380-USA,1982,380,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Arkansas, Missouri",,,,,,,,,Kph,,,,,1982,12,,1982,12,,20,,36000,,36000,,,,37.74582208
1982-0382-USA,1982,382,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1982,1,,1982,1,,37,,,,,,,,37.74582208
1983-0197-USA,1983,197,Natural,Geophysical,Earthquake,Ground movement,,,SigDam,United States of America (the),USA,Northern America,Americas,Kapapala area (Hawai),,"Slide (land, mud, snow, rock)",,,,,,6,Richter,19.43,-155.454,6:13,,1983,11,16,1983,11,16,,6,,,6,,,6250,38.9583793
1983-0174-USA,1983,174,Natural,Geophysical,Earthquake,Ground movement,,,Affect,United States of America (the),USA,Northern America,Americas,Coalinga area (Central California),,,,,,,,5,Richter,36.219,-120.317,16:42,,1983,5,2,1983,5,2,,45,1500,,1545,,,31000,38.9583793
1983-0514-USA,1983,514,Natural,Geophysical,Earthquake,Ground movement,,,SigDam,United States of America (the),USA,Northern America,Americas,Borah Peak (Eastern Idaho),,,,,,,,,Richter,43.974,-113.916,8:06,,1983,10,28,1983,10,28,2,2,,,2,,,15000,38.9583793
1983-0110-USA,1983,110,Natural,Meteorological,Storm,Tropical cyclone,,Alicia,Kill,United States of America (the),USA,Northern America,Americas,Texas,,,,,No,No,,,Kph,,,,,1983,8,17,1983,8,17,21,,,,,,,3000000,38.9583793
1983-0503-USA,1983,503,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,°C,,,,,1983,7,,1983,7,,188,,,,,,,,38.9583793
1983-0295-USA,1983,295,Technological,Technological,Industrial accident,Chemical spill,,Nitric acid,Affect,United States of America (the),USA,Northern America,Americas,Denver,,,,,,,,,m3,,,,,1983,,,1983,,,,43,2000,,2043,,,,38.9583793
1983-0036-USA,1983,36,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,California,,,,,,,,,Kph,,,,,1983,,,1983,,,19,,,,,,,525000,38.9583793
1983-0159-USA,1983,159,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Central, East",,,,,,,,,Kph,,,,,1983,12,17,1983,12,17,,,,,,,,1000000,38.9583793
1983-0471-USA,1983,471,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,No,No,,,Km2,,,,,1983,4,,1983,4,,,,,,,,,300000,38.9583793
1983-0473-USA,1983,473,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,Arizona,,,,,,,,,Km2,,,,,1983,10,3,1983,10,3,10,,,,,,,100000,38.9583793
1983-0476-USA,1983,476,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,California,,,,,,,,,Kph,,,,,1983,3,,1983,3,,5,,,,,,,130000,38.9583793
1983-0478-USA,1983,478,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,South Eastern,,,,,,,,,Kph,,,,,1983,5,,1983,5,,31,,,6000,6000,,,,38.9583793
1983-0492-USA,1983,492,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma",,,,,,,,,Kph,,,,,1983,11,12,1983,11,12,56,,,,,,,,38.9583793
1984-0030-USA,1984,30,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,"East, South",,,,,,,,,Kph,,,,,1984,3,27,1984,3,27,80,600,,,600,,,728600,40.63380386
1984-0055-USA,1984,55,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,Colorado,,,,,,,,,Kph,,,,,1984,6,13,1984,6,13,,,,,,,280000,600000,40.63380386
1984-0205-USA,1984,205,Technological,Technological,Industrial accident,Chemical spill,,Methyl Isocyanate,Affect,United States of America (the),USA,Northern America,Americas,Middleport,,,,,,,,,m3,,,,,1984,,,1984,,,,110,,,110,,,,40.63380386
1984-0206-USA,1984,206,Technological,Technological,Industrial accident,Chemical spill,,Phosphorous Oxychloride,Affect,United States of America (the),USA,Northern America,Americas,Sauget,,,,,,,,,m3,,,,,1984,,,1984,,,,125,,,125,,,,40.63380386
1984-0207-USA,1984,207,Technological,Technological,Industrial accident,Chemical spill,,Malathion,Affect,United States of America (the),USA,Northern America,Americas,Linden,,,,,,,,,m3,,,,,1984,,,1984,,,,161,,,161,,,,40.63380386
1984-0375-USA,1984,375,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,New Jersey,,,,,,,,,Km2,,,,,1984,4,,1984,4,,,,,5500,5500,,,35000,40.63380386
1984-0377-USA,1984,377,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,Montana,,,,,,,,,Kph,,,,,1984,1,,1984,1,,328,,,,,,,1000000,40.63380386
1984-0379-USA,1984,379,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,California,,,,,,,,,Kph,,,,,1984,1,6,1984,1,6,,,,,,,,30000,40.63380386
1984-0385-USA,1984,385,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,Mississippi,,,,,,,,,Kph,,,,,1984,4,21,1984,4,21,11,,,,,,,20000,40.63380386
1984-0386-USA,1984,386,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,Wisconsin,,,,,,,,,Kph,,,,,1984,6,,1984,6,,9,57,,,57,,,17000,40.63380386
1984-0387-USA,1984,387,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,Carolines,,,,,,,,,Kph,,,,,1984,9,11,1984,9,11,,,14000,,14000,,,35000,40.63380386
1984-0391-USA,1984,391,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1984,11,10,1984,11,10,,,,,,,,115000,40.63380386
1984-0393-USA,1984,393,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1984,2,,1984,2,,33,,,,,,,,40.63380386
1984-0394-USA,1984,394,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1984,2,,1984,2,,29,,,,,,,,40.63380386
1984-0395-USA,1984,395,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1984,3,,1984,3,,27,,,,,,,,40.63380386
1984-0406-USA,1984,406,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Km2,,,,,1984,,,1984,,,10,,,,,,,,40.63380386
1984-0411-USA,1984,411,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Km2,,,,,1984,6,,1984,6,,18,,,,,,,30000,40.63380386
1985-0049-USA,1985,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,"Pennsylvania, Ohio, Missouri, New York",,,,,No,No,,,Kph,,,,,1985,5,29,1985,6,1,104,500,,,500,,231600,231600,42.07452677
1985-0002-USA,1985,2,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,"Monroe, Macomb, Wayne counties (Michigan), Toledo (Ohio)",,,,,,,,16880,Km2,,,,,1985,3,30,1985,3,30,,,300,,300,,,,42.07452677
1985-0003-USA,1985,3,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,"San Patricio, Nueces counties (Texas)",,,,,,,,17190,Km2,,,,,1985,4,11,1985,4,11,1,,200,,200,,,,42.07452677
1985-0005-USA,1985,5,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,Marquette county (Michigan),,,,,,,,5120,Km2,,,,,1985,4,24,1985,4,24,,,400,,400,,,400,42.07452677
1985-0157-USA,1985,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,"Ohio, Missouri, Oklahoma, Indiana, Illinois, , New York, Michigan",,,,,,,,210530,Km2,,,,,1985,2,,1985,2,,7,,2250,,2250,,,12100,42.07452677
1985-0166-USA,1985,166,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,"Rome, Peoria, Liverpool, Chillicothe, Meredosia (Illinois)",,,,,,,,26270,Km2,,,,,1985,3,3,1985,3,3,4,,2400,,2400,,,,42.07452677
1985-0013-USA,1985,13,Natural,Meteorological,Storm,Tropical cyclone,,Kate,Declar,United States of America (the),USA,Northern America,Americas,"Florida, Panhandle, Georgia",,,,,,,,177,Kph,,,,,1985,,,1985,,,5,,,,,,,,42.07452677
1985-0104-USA,1985,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,"Florida, Arkansas, Kentucky, South Dakota, Iowa, Michgigan, Indianapolis, Missouri",,,,,,,,209,Kph,,,,,1985,8,30,1985,8,30,4,,1000000,,1000000,,,1100000,42.07452677
1985-0111-USA,1985,111,Natural,Meteorological,Storm,Tropical cyclone,,Gloria,Kill,United States of America (the),USA,Northern America,Americas,East Coast,,,,,,,,249,Kph,,,,,1985,9,27,1985,9,27,11,,,,,,,900000,42.07452677
1985-0126-USA,1985,126,Natural,Meteorological,Storm,Tropical cyclone,,Juan,Kill,United States of America (the),USA,Northern America,Americas,"Louisiana, Mississippi, Florida Panhandle",,,,,,,,177,Kph,,,,,1985,10,27,1985,10,27,12,,,,,,,1500000,42.07452677
1985-0200-USA,1985,200,Technological,Technological,Industrial accident,Chemical spill,,Benzene,Affect,United States of America (the),USA,Northern America,Americas,Peabody,,,,,,,,,m3,,,,,1985,,,1985,,,1,125,,,125,,,,42.07452677
1985-0199-USA,1985,199,Technological,Technological,Industrial accident,Fire,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,,m3,,,,,1985,,,1985,,,,140,,,140,,,,42.07452677
1985-0397-USA,1985,397,Technological,Technological,Industrial accident,Other,,,Kill,United States of America (the),USA,Northern America,Americas,Louisiane,,,,,,,,,m3,,,,,1985,5,,1985,5,,11,,,,,,,,42.07452677
1985-0357-USA,1985,357,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1985,11,,1985,11,,33,,,,,,,,42.07452677
1985-0358-USA,1985,358,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Washington, Virginia",,,,,,,,,Kph,,,,,1985,11,,1985,11,,49,,,20000,20000,,,340000,42.07452677
1985-0360-USA,1985,360,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,"Middle West, East Coast",,,,,,,,,Kph,,,,,1985,1,,1985,1,,145,,,,,,400000,800000,42.07452677
1985-0368-USA,1985,368,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,,Kph,,,,,1985,4,,1985,4,,,,,,,,,200000,42.07452677
1985-0371-USA,1985,371,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,"Nebraska, Iowa",,,,,,,,,Kph,,,,,1985,6,23,1985,6,23,,,,,,,,10000,42.07452677
